0.000000000000000000e+00 -7.000000000000000666e-02
2.500000000000000052e-04 -6.985559142224692653e-02
5.000000000000000104e-04 -6.955036668952345458e-02
7.500000000000000156e-04 -6.917942449933481286e-02
1.000000000000000021e-03 -6.878391126030271308e-02
1.250000000000000026e-03 -6.837995920930113602e-02
1.500000000000000031e-03 -6.797455292288545614e-02
1.750000000000000036e-03 -6.757073315146853998e-02
2.000000000000000042e-03 -6.716955789201378701e-02
2.250000000000000264e-03 -6.677096721961539583e-02
2.500000000000000052e-03 -6.637423459287301875e-02
2.749999999999999840e-03 -6.597812511862614915e-02
3.000000000000000062e-03 -6.558097960079148359e-02
3.250000000000000284e-03 -6.518074647603756822e-02
3.500000000000000073e-03 -6.477490985924345968e-02
3.749999999999999861e-03 -6.436040275750973261e-02
4.000000000000000083e-03 -6.393337037224856856e-02
4.250000000000000305e-03 -6.348891114353767684e-02
4.500000000000000527e-03 -6.302062255250531764e-02
4.749999999999999882e-03 -6.251982614346286715e-02
5.000000000000000104e-03 -6.197432545425839157e-02
5.250000000000000326e-03 -6.136607889817706496e-02
5.499999999999999681e-03 -6.066649853692803601e-02
5.749999999999999903e-03 -5.982606348326630075e-02
6.000000000000000125e-03 -5.874729162957090939e-02
6.250000000000000347e-03 -5.719536314413124073e-02
6.500000000000000569e-03 -5.434153165887847109e-02
6.749999999999999924e-03 -3.983595102141577332e-02
7.000000000000000146e-03 2.776903061920940954e-02
7.250000000000000368e-03 -3.016547963360423357e-02
7.499999999999999722e-03 -7.469153819479920631e-02
7.749999999999999944e-03 -6.632370741920566581e-02
8.000000000000000167e-03 -6.056197332761727170e-02
8.250000000000000389e-03 -5.755737047868535877e-02
8.500000000000000611e-03 -5.415545814946950282e-02
8.750000000000000833e-03 -4.838167623908937176e-02
9.000000000000001055e-03 4.377910656023866615e-02
9.249999999999999542e-03 -9.169342586342396975e-03
9.499999999999999764e-03 -6.767521377658076986e-02
9.749999999999999986e-03 -7.136102538864083633e-02
1.000000000000000021e-02 -6.880527574293897330e-02
1.025000000000000043e-02 -6.702882967437891193e-02
1.050000000000000065e-02 -6.597300536824111938e-02
1.075000000000000087e-02 -6.528859968346099885e-02
1.099999999999999936e-02 -6.481800172993812392e-02
1.124999999999999958e-02 -6.448969129041505488e-02
1.149999999999999981e-02 -6.426669820039232484e-02
1.175000000000000003e-02 -6.412697796193789213e-02
1.200000000000000025e-02 -6.405517596859364171e-02
1.225000000000000047e-02 -6.403907650704010468e-02
1.250000000000000069e-02 -6.406801521449602410e-02
1.275000000000000092e-02 -6.413246039939858589e-02
1.300000000000000114e-02 -6.422396464221331869e-02
1.324999999999999963e-02 -6.433512868898239034e-02
1.349999999999999985e-02 -6.445974443152699407e-02
1.375000000000000007e-02 -6.459282040986748241e-02
1.400000000000000029e-02 -6.473039836259150692e-02
1.425000000000000051e-02 -6.486950464750804168e-02
1.450000000000000074e-02 -6.500796125532395942e-02
1.475000000000000096e-02 -6.514420277407015347e-02
1.499999999999999944e-02 -6.527719011746210831e-02
1.524999999999999967e-02 -6.540621664245420408e-02
1.549999999999999989e-02 -6.553087064384924276e-02
1.575000000000000011e-02 -6.565090694751356259e-02
1.600000000000000033e-02 -6.576623518794523504e-02
1.625000000000000056e-02 -6.587683392477573785e-02
1.650000000000000078e-02 -6.598275396834334117e-02
1.675000000000000100e-02 -6.608409666288872497e-02
1.700000000000000122e-02 -6.618093639390157379e-02
1.725000000000000144e-02 -6.627343438762227368e-02
1.750000000000000167e-02 -6.636168796558919447e-02
1.775000000000000189e-02 -6.644583545700481764e-02
1.800000000000000211e-02 -6.652604026003258730e-02
1.824999999999999886e-02 -6.660240194009615922e-02
1.849999999999999908e-02 -6.667505619168423436e-02
1.874999999999999931e-02 -6.674415984511887501e-02
1.899999999999999953e-02 -6.680983308870076798e-02
1.924999999999999975e-02 -6.687216484563969499e-02
1.949999999999999997e-02 -6.693130071172635753e-02
1.975000000000000019e-02 -6.698738131334688872e-02
2.000000000000000042e-02 -6.704050735533546856e-02
2.025000000000000064e-02 -6.709074712496608528e-02
2.050000000000000086e-02 -6.713823791693157572e-02
2.075000000000000108e-02 -6.718310230522039905e-02
2.100000000000000130e-02 -6.722544049971168612e-02
2.125000000000000153e-02 -6.726533507064247353e-02
2.150000000000000175e-02 -6.730285634140144302e-02
2.175000000000000197e-02 -6.733811499363773212e-02
2.199999999999999872e-02 -6.737120764971551989e-02
2.224999999999999895e-02 -6.740222095038633787e-02
2.249999999999999917e-02 -6.743124092109729906e-02
2.274999999999999939e-02 -6.745834553067590889e-02
2.299999999999999961e-02 -6.748361030173465058e-02
2.324999999999999983e-02 -6.750710272872971485e-02
2.350000000000000006e-02 -6.752888757400420106e-02
2.375000000000000028e-02 -6.754903905411599463e-02
